GO,AncestorGroup,AncestorGroupIndex,Color
GO:0035810,"system process,regulation of biological quality",4622.0,842.0
GO:0035815,"system process,regulation of multicellular organismal process,positive regulation of multicellular organismal process,positive regulation of transport,regulation of localization,positive regulation of biological process,establishment of localization,regulation of biological process,regulation of biological quality",4650.0,848.0
GO:0035845,"cellular developmental process,cellular component organization or biogenesis,multicellular organism development,anatomical structure development",1384.0,256.0
GO:0035855,"immune system development,cellular developmental process,multicellular organism development,anatomical structure development",2002.0,386.0
GO:0035865,"cellular response to stimulus,response to chemical",1599.0,323.0
GO:0035871,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0035902,response to stress,4232.0,805.0
GO:0035904,"multicellular organism development,anatomical structure development",2451.0,469.0
GO:0035909,"multicellular organism development,anatomical structure morphogenesis,anatomical structure development",2464.0,471.0
GO:0035914,"cellular developmental process,multicellular organism development,anatomical structure development",1405.0,264.0
GO:0035924,"cellular response to stimulus,response to chemical",1599.0,323.0
GO:0035970,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0035987,"cellular developmental process,multicellular organism development,anatomical structure morphogenesis,anatomical structure formation involved in morphogenesis,anatomical structure development",1408.0,266.0
GO:0035988,cell population proliferation,1280.0,223.0
GO:0035994,"response to external stimulus,response to abiotic stimulus",4218.0,799.0
GO:0035999,"nitrogen compound metabolic process,cellular metabolic process,small molecule metabolic process,organic substance metabolic process",3211.0,600.0
GO:0036010,"cellular localization,macromolecule localization",1501.0,296.0
GO:0036065,glycosylation,1761.0,357.0
GO:0036092,"biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",184.0,31.0
GO:0036109,"cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",1564.0,314.0
GO:0036120,"cellular response to stimulus,response to endogenous stimulus,response to chemical",1600.0,324.0
GO:0036150,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0036151,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0036152,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0036158,"microtubule-based process,cellular component organization or biogenesis",2149.0,421.0
GO:0036159,"microtubule-based process,cellular component organization or biogenesis",2149.0,421.0
GO:0036258,cellular component organization or biogenesis,1344.0,239.0
GO:0036289,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0036297,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,cellular response to stimulus,response to stress",3194.0,596.0
GO:0036302,"multicellular organism development,anatomical structure development",2451.0,469.0
GO:0036342,"anatomical structure morphogenesis,anatomical structure development",79.0,22.0
GO:0036353,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0036376,"transmembrane transport,export from cell,establishment of localization",4727.0,865.0
GO:0036444,"transmembrane transport,establishment of localization",4725.0,863.0
GO:0036462,"cell communication,signal transduction,cell death,regulation of cellular process,cellular response to stimulus,regulation of biological process",747.0,131.0
GO:0036499,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,response to stress,response to chemical,regulation of biological process",1003.0,171.0
GO:0036503,"nitrogen compound metabolic process,catabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,cellular response to stimulus,response to stress,response to chemical",3085.0,569.0
GO:0038003,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,regulation of biological process",966.0,158.0
GO:0038007,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,regulation of biological process",966.0,158.0
GO:0038061,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,regulation of biological process",966.0,158.0
GO:0038063,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,regulation of biological process",966.0,158.0
GO:0038083,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0038084,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,response to chemical,regulation of biological process",994.0,165.0
GO:0038092,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,regulation of biological process",966.0,158.0
GO:0038095,"regulation of immune system process,immune response,cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,regulation of response to stimulus,regulation of biological process",3697.0,730.0
GO:0038096,"immune effector process,activation of immune response,regulation of immune system process,positive regulation of immune system process,immune response,cell communication,signal transduction,vesicle-mediated transport,regulation of cellular process,cellular response to stimulus,positive regulation of response to stimulus,positive regulation of biological process,regulation of response to stimulus,establishment of localization,regulation of biological process",1785.0,361.0
GO:0038180,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,response to endogenous stimulus,response to chemical,regulation of biological process",995.0,166.0
GO:0038183,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,regulation of biological process",966.0,158.0
GO:0038202,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,regulation of biological process",966.0,158.0
GO:0039536,"regulation of immune system process,negative regulation of immune system process,immune response,cell communication,signal transduction,negative regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,negative regulation of signaling,response to other organism,negative regulation of response to stimulus,negative regulation of biological process,regulation of response to stimulus,response to stress,response to external stimulus,response to biotic stimulus,regulation of biological process",3744.0,736.0
GO:0039702,"viral life cycle,virion assembly,viral budding",4891.0,904.0
GO:0040008,regulation of biological process,3605.0,706.0
GO:0040014,"multicellular organism growth,regulation of multicellular organismal process,developmental growth,regulation of developmental process,regulation of growth,regulation of biological process",2635.0,489.0
GO:0040015,"multicellular organism growth,regulation of multicellular organismal process,negative regulation of multicellular organismal process,developmental growth,regulation of developmental process,negative regulation of developmental process,regulation of growth,negative regulation of growth,negative regulation of biological process,regulation of biological process",2636.0,490.0
GO:0040018,"multicellular organism growth,regulation of multicellular organismal process,positive regulation of multicellular organismal process,developmental growth,regulation of developmental process,positive regulation of developmental process,regulation of growth,positive regulation of growth,positive regulation of biological process,regulation of biological process",2637.0,491.0
GO:0040019,"multicellular organism development,regulation of multicellular organismal process,positive regulation of multicellular organismal process,anatomical structure development,regulation of developmental process,positive regulation of developmental process,positive regulation of biological process,regulation of biological process",2616.0,487.0
GO:0040029,"regulation of metabolic process,organic substance metabolic process,regulation of biological process",3863.0,769.0
GO:0040037,"cell communication,signal transduction,negative regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,negative regulation of signaling,negative regulation of response to stimulus,negative regulation of biological process,regulation of response to stimulus,response to endogenous stimulus,response to chemical,regulation of biological process",846.0,140.0
GO:0042026,protein folding,3594.0,704.0
GO:0042058,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,regulation of signaling,regulation of response to stimulus,regulation of biological process",979.0,159.0
GO:0042059,"cell communication,signal transduction,negative regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,negative regulation of signaling,negative regulation of response to stimulus,negative regulation of biological process,regulation of response to stimulus,regulation of biological process",840.0,138.0
GO:0042060,response to stress,4232.0,805.0
GO:0042073,"movement of cell or subcellular component,microtubule-based process,cellular localization,cellular component organization or biogenesis,protein-containing complex localization,establishment of localization",2348.0,451.0
GO:0042088,immune response,1961.0,376.0
GO:0042098,"leukocyte activation,cell activation,cell population proliferation",2067.0,402.0
GO:0042100,"leukocyte activation,cell activation,cell population proliferation",2067.0,402.0
GO:0042102,"regulation of immune system process,positive regulation of immune system process,leukocyte activation,cell activation,cell adhesion,cell population proliferation,positive regulation of cellular process,regulation of cellular process,positive regulation of biological process,regulation of biological process",3793.0,748.0
GO:0042104,"regulation of immune system process,positive regulation of immune system process,leukocyte activation,cell activation,cell adhesion,cell population proliferation,positive regulation of cellular process,regulation of cellular process,positive regulation of biological process,regulation of biological process",3793.0,748.0
GO:0042110,"leukocyte activation,cell activation",2066.0,401.0
GO:0042113,"leukocyte activation,cell activation",2066.0,401.0
GO:0042116,"leukocyte activation,cell activation",2066.0,401.0
GO:0042118,cell activation,482.0,77.0
GO:0042119,"leukocyte activation,cell activation",2066.0,401.0
GO:0042127,"cell population proliferation,regulation of cellular process,regulation of biological process",1335.0,235.0
GO:0042129,"regulation of immune system process,leukocyte activation,cell activation,cell population proliferation,regulation of cellular process,regulation of biological process",3723.0,733.0
GO:0042130,"regulation of immune system process,negative regulation of immune system process,leukocyte activation,cell activation,cell adhesion,cell population proliferation,negative regulation of cellular process,regulation of cellular process,negative regulation of biological process,regulation of biological process",3758.0,741.0
GO:0042136,"biosynthetic process,cellular metabolic process,regulation of biological quality",191.0,33.0
GO:0042147,"vesicle-mediated transport,cellular localization,establishment of localization",4779.0,875.0
GO:0042149,"cell communication,cellular response to stimulus,response to stress,response to external stimulus",611.0,102.0
GO:0042157,"nitrogen compound metabolic process,primary metabolic process,organic substance metabolic process",3310.0,634.0
GO:0042167,"nitrogen compound metabolic process,catabolic process,pigment metabolic process,cellular metabolic process,organic substance metabolic process",3135.0,582.0
GO:0042176,"nitrogen compound metabolic process,catabolic process,regulation of metabolic process,primary metabolic process,organic substance metabolic process,regulation of biological process",3166.0,589.0
GO:0042177,"nitrogen compound metabolic process,catabolic process,negative regulation of metabolic process,regulation of metabolic process,primary metabolic process,organic substance metabolic process,negative regulation of biological process,regulation of biological process",3132.0,580.0
GO:0042178,"catabolic process,cellular metabolic process,cellular response to stimulus,response to chemical",342.0,57.0
GO:0042220,response to chemical,4205.0,795.0
GO:0042246,"developmental growth,anatomical structure development",1646.0,342.0
GO:0042254,cellular component organization or biogenesis,1344.0,239.0
GO:0042267,"immune effector process,immune response,cell killing,response to other organism,response to stress,response to external stimulus,response to biotic stimulus",1799.0,365.0
GO:0042273,cellular component organization or biogenesis,1344.0,239.0
GO:0042274,cellular component organization or biogenesis,1344.0,239.0
GO:0042307,"positive regulation of cellular process,regulation of cellular process,cellular localization,positive regulation of transport,positive regulation of establishment of protein localization,regulation of localization,positive regulation of biological process,macromolecule localization,establishment of localization,regulation of biological process",3488.0,680.0
GO:0042308,"negative regulation of cellular process,regulation of cellular process,cellular localization,negative regulation of transport,negative regulation of establishment of protein localization,regulation of localization,negative regulation of biological process,macromolecule localization,establishment of localization,regulation of biological process",2737.0,513.0
GO:0042310,"system process,regulation of biological quality",4622.0,842.0
GO:0042311,"system process,regulation of biological quality",4622.0,842.0
GO:0042325,"regulation of metabolic process,cellular metabolic process,regulation of cellular process,regulation of biological process",3843.0,763.0
GO:0042326,"negative regulation of metabolic process,regulation of metabolic process,cellular metabolic process,negative regulation of cellular process,regulation of cellular process,negative regulation of biological process,regulation of biological process",2777.0,521.0
GO:0042327,"positive regulation of metabolic process,regulation of metabolic process,cellular metabolic process,positive regulation of cellular process,regulation of cellular process,positive regulation of biological process,regulation of biological process",3531.0,690.0
GO:0042359,"primary metabolic process,small molecule metabolic process,organic substance metabolic process",3579.0,702.0
GO:0042391,regulation of biological quality,3607.0,707.0
GO:0042403,"nitrogen compound metabolic process,hormone metabolic process,cellular metabolic process,organic substance metabolic process,regulation of biological quality",3214.0,601.0
GO:0042407,cellular component organization or biogenesis,1344.0,239.0
GO:0042416,"nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,organic substance metabolic process",2855.0,537.0
GO:0042417,"nitrogen compound metabolic process,cellular metabolic process,organic substance metabolic process",3176.0,590.0
GO:0042420,"nitrogen compound metabolic process,catabolic process,cellular metabolic process,organic substance metabolic process",3072.0,565.0
GO:0042438,"biosynthetic process,secondary metabolic process,pigment metabolic process,cellular metabolic process,organic substance metabolic process",319.0,53.0
GO:0042445,regulation of biological quality,3607.0,707.0
GO:0042446,"biosynthetic process,hormone metabolic process,regulation of biological quality",204.0,36.0
GO:0042448,"hormone metabolic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process,regulation of biological quality",1770.0,359.0
GO:0042462,"cellular developmental process,multicellular organism development,anatomical structure morphogenesis,anatomical structure development",1406.0,265.0
GO:0042472,"multicellular organism development,anatomical structure morphogenesis,anatomical structure development",2464.0,471.0
GO:0042474,"multicellular organism development,anatomical structure morphogenesis,anatomical structure development",2464.0,471.0
GO:0042475,"multicellular organism development,anatomical structure morphogenesis,anatomical structure development",2464.0,471.0
GO:0042476,"multicellular organism development,anatomical structure morphogenesis,anatomical structure development",2464.0,471.0
GO:0042531,"nitrogen compound metabolic process,positive regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,cell communication,signal transduction,positive regulation of cellular process,regulation of cellular process,cellular response to stimulus,positive regulation of biological process,regulation of biological process",3280.0,621.0
GO:0042532,"nitrogen compound metabolic process,negative regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,cell communication,signal transduction,negative regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,negative regulation of signaling,negative regulation of response to stimulus,negative regulation of biological process,regulation of response to stimulus,regulation of biological process",3233.0,608.0
GO:0042542,"response to stress,response to chemical",4239.0,808.0
GO:0042551,"cellular developmental process,multicellular organism development,developmental maturation,anatomical structure development",1412.0,267.0
GO:0042552,"ensheathment of neurons,multicellular organism development,anatomical structure development",1679.0,344.0
GO:0042554,cellular metabolic process,1531.0,303.0
GO:0042572,"hormone metabolic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process,regulation of biological quality",1770.0,359.0
GO:0042573,"hormone metabolic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process,regulation of biological quality",1770.0,359.0
GO:0042574,"cellular metabolic process,primary metabolic process,organic substance metabolic process",1558.0,313.0
GO:0042592,regulation of biological quality,3607.0,707.0
GO:0042593,regulation of biological quality,3607.0,707.0
GO:0042594,"response to stress,response to external stimulus",4242.0,810.0
GO:0042632,regulation of biological quality,3607.0,707.0
GO:0042633,molting cycle,2195.0,426.0
GO:0042692,"cellular developmental process,anatomical structure development",1371.0,252.0
GO:0042711,"reproductive process,multicellular organism reproduction,reproductive behavior,multicellular organismal reproductive process",4132.0,790.0
GO:0042730,"coagulation,regulation of multicellular organismal process,negative regulation of multicellular organismal process,negative regulation of response to stimulus,negative regulation of hemostasis,negative regulation of biological process,regulation of response to stimulus,regulation of hemostasis,response to stress,response to external stimulus,regulation of biological process,regulation of biological quality",1632.0,336.0
GO:0042733,"multicellular organism development,anatomical structure morphogenesis,anatomical structure development",2464.0,471.0
GO:0042744,"catabolic process,cellular metabolic process",337.0,54.0
GO:0042752,"circadian rhythm,regulation of biological process",1623.0,333.0
GO:0042754,"circadian rhythm,regulation of circadian rhythm,negative regulation of biological process,regulation of biological process",1624.0,334.0
GO:0042755,feeding behavior,1717.0,355.0
GO:0042759,"biosynthetic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",188.0,32.0
GO:0042760,"catabolic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",360.0,60.0
GO:0042761,"biosynthetic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",188.0,32.0
GO:0042769,"cellular response to stimulus,response to stress,detection of stimulus",1607.0,328.0
GO:0042771,"cell communication,signal transduction,cell death,regulation of cellular process,cellular response to stimulus,response to stress,regulation of biological process",753.0,132.0
GO:0042775,"cellular metabolic process,ATP metabolic process",1532.0,304.0
GO:0042776,"nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,ATP metabolic process,organic substance metabolic process,cellular localization,transmembrane transport,establishment of localization",2874.0,543.0
GO:0042789,"nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",2860.0,539.0
GO:0042795,"nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",2860.0,539.0
GO:0042832,"immune response,response to other organism,response to stress,response to external stimulus,response to biotic stimulus",1991.0,381.0
GO:0042908,establishment of localization,1683.0,348.0
GO:0042953,"macromolecule localization,establishment of localization",2111.0,413.0
GO:0042981,"cell death,regulation of cellular process,regulation of biological process",1192.0,210.0
GO:0042982,"nitrogen compound metabolic process,primary metabolic process,organic substance metabolic process",3310.0,634.0
GO:0042985,"nitrogen compound metabolic process,biosynthetic process,negative regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,negative regulation of cellular process,regulation of cellular process,negative regulation of biological process,regulation of biological process",2917.0,549.0
GO:0042987,"nitrogen compound metabolic process,primary metabolic process,organic substance metabolic process",3310.0,634.0
GO:0042989,"actin filament-based process,negative regulation of cellular process,regulation of cellular process,cellular localization,maintenance of location in cell,cellular component organization or biogenesis,negative regulation of biological process,macromolecule localization,maintenance of location,regulation of biological process,regulation of biological quality",38.0,8.0
GO:0043001,"vesicle-mediated transport,cellular localization,macromolecule localization,establishment of localization",4783.0,876.0
GO:0043010,"multicellular organism development,anatomical structure development",2451.0,469.0
GO:0043011,"immune system development,leukocyte activation,cell activation,cellular developmental process,multicellular organism development,anatomical structure development",2009.0,388.0
GO:0043029,"leukocyte homeostasis,regulation of biological quality",2084.0,404.0
GO:0043030,"regulation of immune system process,leukocyte activation,cell activation,regulation of cellular process,regulation of biological process",3726.0,734.0
GO:0043031,"regulation of immune system process,negative regulation of immune system process,leukocyte activation,cell activation,negative regulation of cellular process,regulation of cellular process,negative regulation of biological process,regulation of biological process",3764.0,744.0
GO:0043032,"regulation of immune system process,positive regulation of immune system process,leukocyte activation,cell activation,positive regulation of cellular process,regulation of cellular process,positive regulation of biological process,regulation of biological process",3797.0,751.0
GO:0043046,"sexual reproduction,reproductive process,multicellular organism reproduction,nitrogen compound metabolic process,methylation,cellular metabolic process,primary metabolic process,organic substance metabolic process,cellular process involved in reproduction in multicellular organism,multi-organism reproductive process,multicellular organismal reproductive process",4492.0,825.0
GO:0043068,"cell death,positive regulation of cellular process,regulation of cellular process,positive regulation of biological process,regulation of biological process",1180.0,209.0
GO:0043069,"cell death,negative regulation of cellular process,regulation of cellular process,negative regulation of biological process,regulation of biological process",1166.0,208.0
GO:0043085,regulation of molecular function,3878.0,772.0
GO:0043086,regulation of molecular function,3878.0,772.0
GO:0043087,regulation of molecular function,3878.0,772.0
GO:0043113,"cellular localization,macromolecule localization",1501.0,296.0
GO:0043114,"system process,regulation of biological quality",4622.0,842.0
GO:0043116,"system process,regulation of biological quality",4622.0,842.0
GO:0043117,"system process,regulation of biological quality",4622.0,842.0
GO:0043122,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,regulation of signaling,regulation of response to stimulus,regulation of biological process",979.0,159.0
GO:0043124,"cell communication,signal transduction,negative regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,negative regulation of signaling,negative regulation of response to stimulus,negative regulation of biological process,regulation of response to stimulus,regulation of biological process",840.0,138.0
GO:0043129,"multicellular organismal homeostasis,regulation of biological quality",2639.0,492.0
GO:0043149,"actin filament-based process,cellular component organization or biogenesis",29.0,3.0
GO:0043153,"circadian rhythm,regulation of circadian rhythm,response to external stimulus,response to abiotic stimulus,regulation of biological process",1628.0,335.0
GO:0043154,"nitrogen compound metabolic process,negative regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,cell death,negative regulation of cellular process,regulation of cellular process,negative regulation of biological process,regulation of biological process,regulation of molecular function",3240.0,612.0
GO:0043162,"nitrogen compound metabolic process,catabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3077.0,566.0
GO:0043171,"nitrogen compound metabolic process,catabolic process,cellular metabolic process,organic substance metabolic process",3072.0,565.0
GO:0043200,response to chemical,4205.0,795.0
GO:0043249,"myeloid cell homeostasis,immune system development,cellular developmental process,multicellular organism development,developmental maturation,anatomical structure development,regulation of biological quality",2656.0,496.0
GO:0043252,establishment of localization,1683.0,348.0
GO:0043254,"regulation of cellular process,cellular component organization or biogenesis,regulation of biological process",3623.0,710.0
GO:0043276,cell death,1131.0,202.0
GO:0043277,"vesicle-mediated transport,establishment of localization",4789.0,877.0
GO:0043278,response to chemical,4205.0,795.0
GO:0043280,"nitrogen compound metabolic process,positive regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,positive regulation of cellular process,regulation of cellular process,positive regulation of biological process,regulation of biological process,regulation of molecular function",3293.0,630.0
GO:0043303,"immune effector process,immune response,leukocyte activation,cell activation,vesicle-mediated transport,cellular localization,export from cell,establishment of localization",1809.0,367.0
GO:0043304,"immune effector process,regulation of immune system process,positive regulation of immune system process,immune response,leukocyte activation,cell activation,vesicle-mediated transport,regulation of cellular process,cellular localization,export from cell,regulation of localization,positive regulation of biological process,regulation of response to stimulus,establishment of localization,regulation of biological process",1933.0,375.0
GO:0043330,response to chemical,4205.0,795.0
GO:0043388,regulation of molecular function,3878.0,772.0
GO:0043392,regulation of molecular function,3878.0,772.0
GO:0043393,regulation of molecular function,3878.0,772.0
GO:0043401,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,response to endogenous stimulus,response to chemical,regulation of biological process",995.0,166.0
GO:0043403,"developmental growth,anatomical structure development",1646.0,342.0
GO:0043405,"nitrogen compound metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,regulation of cellular process,regulation of biological process,regulation of molecular function",3338.0,642.0
GO:0043406,"nitrogen compound metabolic process,positive regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,cell communication,signal transduction,positive regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,positive regulation of signaling,positive regulation of response to stimulus,positive regulation of biological process,regulation of response to stimulus,regulation of biological process,regulation of molecular function",3285.0,625.0
GO:0043407,"nitrogen compound metabolic process,negative regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,cell communication,signal transduction,negative regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,negative regulation of signaling,negative regulation of response to stimulus,negative regulation of biological process,regulation of response to stimulus,regulation of biological process,regulation of molecular function",3234.0,609.0
GO:0043408,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,regulation of signaling,regulation of response to stimulus,regulation of biological process",979.0,159.0
GO:0043409,"cell communication,signal transduction,negative regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,negative regulation of signaling,negative regulation of response to stimulus,negative regulation of biological process,regulation of response to stimulus,regulation of biological process",840.0,138.0
GO:0043410,"cell communication,signal transduction,positive regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,positive regulation of signaling,positive regulation of response to stimulus,positive regulation of biological process,regulation of response to stimulus,regulation of biological process",885.0,146.0
GO:0043433,"nitrogen compound metabolic process,biosynthetic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,regulation of cellular process,regulation of biological process,regulation of molecular function",3032.0,563.0
GO:0043434,"response to endogenous stimulus,response to chemical",4213.0,797.0
GO:0043473,907,907.0,907.0
GO:0043484,"nitrogen compound metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,regulation of cellular process,regulation of biological process",3336.0,641.0
GO:0043486,cellular component organization or biogenesis,1344.0,239.0
GO:0043488,"nitrogen compound metabolic process,catabolic process,negative regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,regulation of cellular process,negative regulation of biological process,regulation of biological process,regulation of biological quality",3125.0,578.0
GO:0043491,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,regulation of biological process",966.0,158.0
GO:0043507,"nitrogen compound metabolic process,positive regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,cell communication,signal transduction,positive regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,positive regulation of signaling,positive regulation of response to stimulus,positive regulation of biological process,regulation of response to stimulus,regulation of biological process,regulation of molecular function",3285.0,625.0
GO:0043508,"nitrogen compound metabolic process,negative regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,cell communication,signal transduction,negative regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,negative regulation of signaling,negative regulation of response to stimulus,negative regulation of biological process,regulation of response to stimulus,response to stress,regulation of biological process,regulation of molecular function",3236.0,610.0
GO:0043517,"cell communication,signal transduction,positive regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,positive regulation of signaling,positive regulation of response to stimulus,positive regulation of biological process,regulation of response to stimulus,response to stress,regulation of biological process",891.0,149.0
GO:0043518,"cell communication,signal transduction,negative regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,negative regulation of signaling,negative regulation of response to stimulus,negative regulation of biological process,regulation of response to stimulus,response to stress,regulation of biological process",849.0,141.0
GO:0043523,"cell death,regulation of cellular process,regulation of biological process",1192.0,210.0
GO:0043524,"cell death,negative regulation of cellular process,regulation of cellular process,negative regulation of biological process,regulation of biological process",1166.0,208.0
GO:0043525,"cell death,positive regulation of cellular process,regulation of cellular process,positive regulation of biological process,regulation of biological process",1180.0,209.0
GO:0043534,"movement of cell or subcellular component,localization of cell,tissue migration,cell motility",2342.0,449.0
GO:0043536,"movement of cell or subcellular component,positive regulation of cellular process,regulation of cellular process,localization of cell,regulation of multicellular organismal process,tissue migration,regulation of locomotion,positive regulation of locomotion,cell motility,regulation of localization,positive regulation of biological process,regulation of biological process",2407.0,465.0
GO:0043537,"movement of cell or subcellular component,negative regulation of cellular process,regulation of cellular process,localization of cell,regulation of multicellular organismal process,negative regulation of multicellular organismal process,tissue migration,regulation of locomotion,negative regulation of locomotion,cell motility,regulation of localization,negative regulation of biological process,regulation of biological process",2391.0,460.0
GO:0043542,"movement of cell or subcellular component,localization of cell,tissue migration,cell motility",2342.0,449.0
GO:0043547,regulation of molecular function,3878.0,772.0
GO:0043551,"regulation of metabolic process,cellular metabolic process,regulation of cellular process,regulation of biological process,regulation of molecular function",3844.0,764.0
GO:0043552,"positive regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,positive regulation of cellular process,regulation of cellular process,positive regulation of biological process,regulation of biological process,regulation of molecular function",3535.0,693.0
GO:0043553,"negative regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,negative regulation of cellular process,regulation of cellular process,negative regulation of biological process,regulation of biological process,regulation of molecular function",2786.0,524.0
GO:0043568,"cell communication,signal transduction,positive regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,positive regulation of signaling,positive regulation of response to stimulus,positive regulation of biological process,regulation of response to stimulus,regulation of biological process",885.0,146.0
GO:0043586,"multicellular organism development,anatomical structure development",2451.0,469.0
GO:0043588,"multicellular organism development,anatomical structure development",2451.0,469.0
GO:0043589,"multicellular organism development,anatomical structure morphogenesis,anatomical structure development",2464.0,471.0
GO:0043616,cell population proliferation,1280.0,223.0
GO:0043627,"response to endogenous stimulus,response to chemical",4213.0,797.0
GO:0043647,"cellular metabolic process,small molecule metabolic process,organic substance metabolic process",1568.0,316.0
GO:0043651,"cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",1564.0,314.0
GO:0043652,"vesicle-mediated transport,cellular component organization or biogenesis,establishment of localization",4768.0,873.0
GO:0043653,"cell death,cellular component organization or biogenesis",1134.0,204.0
GO:0043666,"nitrogen compound metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,regulation of cellular process,regulation of biological process,regulation of molecular function",3338.0,642.0
GO:0043687,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0043691,"macromolecule localization,establishment of localization",2111.0,413.0
